Last Price,Open Price,Max,Min,Size,Change Persent,Class
32.9,32.081,33.864,29.66,44.19,0.0254,XRP
34.625,32.899,34.954,30.13,52.35,0.0525,XRP
44.709,34.629,46.151,32.441,60.56,0.2912,XRP
43.422,44.707,47.293,40.721,61.37,0.0288,XRP
51.424,43.422,52.188,42.855,68.9,0.1843,XRP
48.609,51.424,53.406,42.723,71.82,0.0547,XRP
57.992,48.619,59.515,44.984,112.29,0.193,XRP
61.321,57.989,61.978,52.689,86.0,0.0574,XRP
61.044,61.322,62.571,57.461,77.8,0.0045,XRP
60.787,61.044,63.161,57.79,70.53,0.0042,XRP
92.3,60.788,97.788,60.267,104.07,0.5184,XRP
77.675,92.291,95.428,74.998,63.63,0.1585,XRP
80.99,77.67,84.299,75.494,64.86,0.0427,XRP
72.221,80.991,81.45,70.423,82.32,0.1083,XRP
77.806,72.218,82.339,66.768,82.81,0.0773,XRP
88.224,77.806,95.247,71.824,79.51,0.1339,XRP
86.624,88.047,106.543,83.8,159.35,0.0181,XRP
102.714,86.635,104.597,85.228,113.76,0.1857,XRP
112.409,102.712,121.587,99.242,111.36,0.0944,XRP
118.036,112.364,120.569,98.578,91.55,0.0501,XRP
137.567,118.015,142.604,111.855,93.68,0.1655,XRP
142.255,137.616,145.5,128.679,75.93,0.0341,XRP
133.876,142.26,143.11,111.821,89.91,0.0589,XRP
118.421,133.879,136.99,112.872,83.88,0.1154,XRP
101.207,118.424,124.828,95.453,77.11,0.1454,XRP
100.279,101.206,105.37,76.708,112.53,0.0092,XRP
88.803,100.276,101.369,87.103,65.26,0.1144,XRP
94.192,88.789,100.312,84.125,60.9,0.0607,XRP
85.512,94.19,106.384,82.623,79.44,0.0922,XRP
72.686,85.497,91.499,71.699,81.6,0.15,XRP
73.274,72.688,78.762,58.552,58.09,0.0081,XRP
64.271,73.29,75.051,62.311,54.73,0.1229,XRP
68.79,64.282,70.826,63.946,57.69,0.0703,XRP
70.491,68.788,72.761,67.706,53.04,0.0247,XRP
73.178,70.491,79.936,69.614,64.49,0.0381,XRP
55.459,73.176,74.079,51.163,93.21,0.2421,XRP
56.798,55.46,57.401,52.592,71.19,0.0242,XRP
55.737,56.803,59.838,53.534,70.76,0.0187,XRP
53.737,55.737,57.558,51.398,66.86,0.0359,XRP
56.752,53.739,59.383,47.605,68.92,0.0561,XRP
58.281,56.751,62.446,55.72,96.88,0.0269,XRP
62.093,58.281,64.366,57.272,97.73,0.0654,XRP
58.285,62.096,65.384,56.727,73.98,0.0613,XRP
48.18,58.285,59.926,43.989,89.06,0.1734,XRP
47.523,48.182,49.254,42.513,84.01,0.0136,XRP
45.237,47.523,48.455,43.854,81.31,0.0481,XRP
43.273,45.237,46.161,42.982,58.34,0.0434,XRP
39.678,43.273,44.0,35.944,74.11,0.0831,XRP
42.751,39.678,42.751,39.486,56.89,0.0774,XRP
42.855,42.751,44.18,38.972,51.76,0.0024,XRP
49.438,42.855,49.438,42.727,60.04,0.1536,XRP
59.29,49.436,77.932,48.878,70.61,0.1993,XRP
53.272,59.285,62.314,50.87,46.41,0.1015,XRP
70.751,53.269,72.714,52.919,69.64,0.3281,XRP
76.613,70.751,77.76,70.751,61.68,0.0829,XRP
76.741,76.613,84.086,72.362,66.93,0.0017,XRP
74.818,76.744,80.681,66.495,85.95,0.0251,XRP
58.078,74.817,79.92,56.953,97.91,0.2237,XRP
60.454,58.078,63.813,56.293,64.28,0.0409,XRP
34.44,60.454,60.456,24.353,156.58,0.4303,XRP
38.347,34.435,43.486,29.447,114.28,0.1134,XRP
38.851,38.347,41.131,34.839,70.29,0.0131,XRP
40.709,38.848,42.712,37.117,118.91,0.0478,XRP
42.532,40.709,47.605,39.948,96.94,0.0448,XRP
44.137,42.531,44.4,38.012,79.82,0.0377,XRP
44.423,44.142,45.578,39.638,131.37,0.0065,XRP
49.212,44.376,50.8,43.24,114.16,0.1078,XRP
47.02,49.214,49.929,44.551,79.59,0.0446,XRP
43.264,47.019,47.019,39.575,93.7,0.0799,XRP
43.875,43.26,46.503,41.733,86.44,0.0141,XRP
47.746,43.874,48.011,41.831,63.62,0.0882,XRP
46.794,47.73,49.93,44.754,87.29,0.0199,XRP
45.104,46.795,47.051,42.161,70.41,0.0361,XRP
43.59,45.107,45.118,41.858,54.49,0.0336,XRP
41.078,43.588,44.648,39.323,54.52,0.0576,XRP
42.077,41.077,42.243,40.391,46.57,0.0243,XRP
44.697,42.077,45.866,40.812,71.83,0.0623,XRP
42.468,44.696,45.586,40.967,101.27,0.0499,XRP
49.153,42.468,49.503,41.486,52.95,0.1574,XRP
61.637,49.154,62.217,47.001,108.04,0.254,XRP
58.446,61.637,65.098,52.585,85.7,0.0518,XRP
59.868,58.445,60.593,51.726,89.87,0.0243,XRP
60.228,59.822,68.877,57.789,125.04,0.006,XRP
56.952,60.228,62.987,54.046,91.07,0.0544,XRP
47.812,56.952,64.273,45.562,106.13,0.1605,XRP
50.828,47.812,51.309,45.262,95.46,0.0631,XRP
48.492,50.833,51.02,46.997,69.38,0.0459,XRP
46.047,48.492,48.527,41.932,70.74,0.0504,XRP
45.518,46.019,48.477,43.299,87.41,0.0115,XRP
48.861,45.492,50.549,45.009,83.98,0.0734,XRP
46.968,48.888,51.515,45.624,77.8,0.0387,XRP
59.263,46.948,59.61,46.45,93.69,0.2618,XRP
55.73,59.266,60.568,52.281,74.81,0.0596,XRP
58.856,55.732,64.761,51.502,63.66,0.0561,XRP
63.787,58.862,66.668,57.082,56.22,0.0838,XRP
87.149,63.799,88.379,61.045,64.35,0.3662,XRP
72.683,87.19,93.952,64.511,1.46,0.166,XRP
83.154,72.676,92.881,71.528,1.32,0.1441,XRP
76.656,83.146,86.787,70.01,983.89,0.0782,XRP
119.84,76.675,124.044,75.525,1.41,0.5634,XRP
129.62,119.867,135.126,95.362,2.05,0.0816,XRP
136.781,129.657,140.646,120.059,1.97,0.0552,XRP
177.179,136.932,181.849,135.401,3.09,0.2953,XRP
143.531,177.187,185.671,112.897,3.08,0.1899,XRP
137.642,143.541,166.052,122.881,2.44,0.041,XRP
133.349,137.65,147.608,118.291,755.29,0.0312,XRP
155.393,133.378,164.031,125.701,839.37,0.1653,XRP
225.942,155.572,228.816,145.275,1.12,0.454,XRP
227.5,226.009,247.073,185.652,1.44,0.0069,XRP
171.868,226.831,233.584,157.993,1.01,0.2445,XRP
182.816,171.846,196.097,153.951,949.5,0.0637,XRP
226.208,182.839,230.087,179.612,877.5,0.2374,XRP
199.991,226.043,228.041,191.631,633.36,0.1159,XRP
184.061,200.079,201.799,167.922,1.04,0.0797,XRP
195.231,184.079,217.658,180.069,1.14,0.0607,XRP
256.269,195.209,256.367,192.371,1.38,0.3126,XRP
300.927,256.269,335.268,240.174,774.69,0.1743,XRP
225.197,301.084,304.464,207.384,1.61,0.2517,XRP
276.75,224.941,278.468,211.328,1.18,0.2289,XRP
347.03,276.76,372.264,264.913,1.44,0.2539,XRP
299.5,347.129,412.802,291.625,1.52,0.137,XRP
169.416,299.781,323.78,145.878,1.26,0.4343,XRP
163.501,169.429,208.583,118.471,153.84,0.0349,XRP
172.99,163.888,197.602,155.27,167.62,0.058,XRP
161.633,172.991,182.214,145.856,129.5,0.0656,XRP
152.566,161.704,181.109,151.669,108.63,0.0561,XRP
126.814,152.599,156.109,105.117,103.5,0.1688,XRP
140.008,126.821,149.127,124.713,67.76,0.104,XRP
133.982,140.008,148.058,127.795,83.88,0.043,XRP
119.87,133.99,139.678,117.702,103.73,0.1053,XRP
125.531,119.87,127.399,104.049,95.61,0.0472,XRP
144.691,125.886,146.478,123.781,75.19,0.1526,XRP
156.057,144.093,156.299,135.68,78.14,0.0786,XRP
182.71,155.98,184.955,145.347,186.15,0.1708,XRP
179.698,182.791,188.739,162.752,273.55,0.0165,XRP
175.46,179.697,191.26,165.037,256.7,0.0236,XRP
212.239,175.48,224.99,165.74,200.99,0.2096,XRP
178.52,212.02,232.27,163.417,312.44,0.1589,XRP
181.331,178.53,233.814,170.921,489.14,0.0157,XRP
150.94,181.341,181.65,141.813,488.99,0.1676,XRP
169.04,150.85,172.648,139.921,463.99,0.1199,XRP
179.81,169.05,186.93,161.679,480.41,0.0637,XRP
185.641,179.82,192.839,166.56,495.18,0.0324,XRP
196.35,185.77,214.459,176.626,489.59,0.0577,XRP
189.552,196.35,204.809,171.37,327.91,0.0346,XRP
197.6,189.512,208.425,187.665,166.8,0.0425,XRP
257.7,197.6,295.1,197.1,15.01,0.3041,XRP
226.8,257.7,281.1,199.8,10.09,0.1199,XRP
195.2,226.8,230.1,190.4,6.84,0.1393,XRP
162.9,195.1,218.9,130.3,5.51,0.1655,XRP
157.6,162.9,169.7,141.5,5.82,0.0325,XRP
148.7,157.6,162.4,141.5,3.52,0.0565,XRP
157.7,148.7,166.7,145.4,3.4,0.0605,XRP
150.8,157.7,161.1,143.0,3.48,0.0438,XRP
129.4,150.8,153.2,125.3,3.45,0.1419,XRP
147.7,129.4,150.5,121.1,3.38,0.1414,XRP
108.3,147.7,153.5,96.6,4.61,0.2668,XRP
110.8,108.3,116.5,97.9,4.53,0.0231,XRP
121.8,110.9,123.8,104.4,3.55,0.0993,XRP
126.7,121.8,143.8,120.9,4.42,0.0402,XRP
115.6,126.7,132.4,113.0,3.16,0.0876,XRP
108.2,115.6,115.8,91.7,4.61,0.064,XRP
104.9,108.2,115.8,99.1,124.75,0.0305,XRP
105.5,104.9,109.2,96.4,344.81,0.0057,XRP
116.9,105.5,117.1,100.9,306.14,0.1081,XRP
124.9,116.9,127.7,111.5,3.14,0.0684,XRP
124.7,124.9,134.0,119.2,3.58,0.0016,XRP
112.8,124.7,129.5,109.9,2.67,0.0954,XRP
114.3,112.8,114.7,101.9,2.26,0.0133,XRP
105.0,114.3,115.1,104.9,2.26,0.0814,XRP
95.9,105.0,105.9,94.0,2.64,0.0867,XRP
94.2,95.9,107.1,92.9,2.97,0.0177,XRP
68.9,94.3,95.7,54.9,9.29,0.2686,XRP
69.8,68.9,74.4,64.8,4.61,0.0131,XRP
63.0,69.8,74.0,60.7,4.01,0.0974,XRP
63.8,63.0,70.5,61.4,2.94,0.0127,XRP
52.1,63.7,66.5,51.8,2.81,0.1834,XRP
47.19,52.1,52.6,40.4,9.93,0.0942,XRP
58.87,47.19,59.66,44.99,9.19,0.2475,XRP
50.55,58.87,60.45,49.87,3.47,0.1413,XRP
54.07,50.55,54.68,48.02,3.22,0.0696,XRP
55.09,54.07,55.46,46.56,3.91,0.0189,XRP
56.35,55.09,61.66,54.47,4.16,0.0229,XRP
60.4,56.35,64.55,52.02,3.79,0.0719,XRP
60.81,60.44,62.96,56.66,3.18,0.0068,XRP
63.8,60.83,65.61,57.75,2.93,0.0492,XRP
54.09,63.8,65.81,52.67,4.03,0.1522,XRP
52.99,54.09,58.21,51.83,3.95,0.0203,XRP
60.14,52.99,62.19,51.88,4.86,0.1349,XRP
63.28,60.14,64.62,53.0,4.47,0.0522,XRP
57.82,63.28,67.38,54.66,4.81,0.0863,XRP
53.43,57.82,57.83,50.17,5.29,0.0759,XRP
52.92,53.43,55.46,51.1,3.17,0.0095,XRP
52.79,52.91,55.69,51.63,2.43,0.0025,XRP
50.39,52.79,54.45,48.39,2.49,0.0455,XRP
52.18,50.39,52.47,49.7,1.83,0.0355,XRP
56.62,52.18,57.56,51.83,2.97,0.0851,XRP
69.39,56.62,71.72,54.07,7.58,0.2255,XRP
59.85,69.29,72.94,48.0,12.24,0.1375,XRP
63.96,59.85,64.4,53.61,4.27,0.0687,XRP
76.46,63.96,81.91,59.58,12.03,0.1954,XRP
76.47,76.46,80.52,70.61,6.93,10000.0,XRP
76.37,76.47,83.98,74.57,5.87,0.0013,XRP
64.89,76.36,79.76,62.83,5.94,0.1503,XRP
65.76,64.89,66.78,61.09,4.19,0.0134,XRP
70.08,65.76,71.03,65.39,4.11,0.0657,XRP
76.34,70.08,77.84,69.05,5.21,0.0893,XRP
131.98,157.38,165.28,125.87,3.34,0.1614,XRP
128.16,131.98,135.05,120.98,2.23,0.0289,XRP
125.39,128.14,134.84,116.29,2.36,0.0216,XRP
121.07,125.39,126.04,105.15,2.98,0.0344,XRP
127.83,121.08,131.71,111.36,3.02,0.0558,XRP
121.48,127.83,128.53,118.31,2.54,0.0497,XRP
154.17,121.48,154.17,120.64,4.01,0.2691,XRP
130.31,154.19,157.25,126.22,5.62,0.1548,XRP
133.28,130.31,136.19,120.79,6.25,0.0228,XRP
155.73,133.28,160.8,125.83,10.44,0.1684,XRP
166.24,155.73,169.5,147.01,18.19,0.0675,XRP
167.11,166.23,174.76,153.55,12.04,0.0053,XRP
305.63,167.11,345.59,165.07,51.14,0.8289,XRP
277.29,305.6,328.68,254.16,10.58,0.0927,XRP
298.95,277.28,333.42,272.34,12.47,0.0781,XRP
264.81,298.96,308.05,257.67,14.69,0.1142,XRP
290.55,264.82,312.98,232.07,18.4,0.0972,XRP
352.7,290.49,382.51,275.81,18.58,0.2139,XRP
357.51,352.57,447.42,333.24,31.1,0.0136,XRP
404.94,357.51,443.73,356.59,20.14,0.1327,XRP
433.0,404.93,480.79,390.88,29.35,0.0693,XRP
392.07,432.99,448.83,366.24,14.58,0.0945,XRP
421.37,392.07,424.89,371.98,12.2,0.0748,XRP
480.14,421.37,522.8,403.13,12.12,0.1394,XRP
441.62,480.14,519.18,390.8,18.52,0.0802,XRP
406.71,441.62,448.69,383.52,12.42,0.079,XRP
343.51,406.71,427.17,318.31,13.42,0.1554,XRP
324.22,343.49,345.29,252.32,22.04,0.0561,XRP
305.38,324.2,331.75,282.69,13.5,0.0581,XRP
335.39,305.5,348.2,291.18,11.7,0.0983,XRP
316.13,335.42,354.9,306.15,12.24,0.0574,XRP
306.59,316.12,358.95,270.96,15.53,0.0302,XRP
305.52,306.61,327.48,289.4,11.53,0.0035,XRP
279.25,305.53,314.87,270.67,11.97,0.086,XRP
299.71,279.26,306.04,273.56,12.76,0.0733,XRP
304.08,299.71,312.13,292.58,11.77,0.0146,XRP
312.13,304.06,332.12,300.3,13.82,0.0265,XRP
227.13,312.16,312.33,204.4,19.73,0.2723,XRP
222.79,227.12,235.19,212.33,16.13,0.0191,XRP
224.18,222.79,240.54,216.79,15.99,0.0062,XRP
213.05,224.17,229.97,208.85,15.06,0.0496,XRP
252.81,213.05,269.73,199.08,13.98,0.1866,XRP
289.67,252.72,305.01,245.32,34.71,0.1458,XRP
283.09,289.68,307.95,271.71,20.75,0.0227,XRP
265.46,283.09,298.95,261.86,15.26,0.0623,XRP
215.16,265.46,270.7,194.42,26.04,0.1895,XRP
217.74,215.16,237.62,192.07,19.1,0.012,XRP
211.03,217.74,231.19,203.67,13.54,0.0308,XRP
206.81,211.03,215.69,204.11,12.94,0.02,XRP
186.21,206.8,210.61,170.08,17.19,0.0996,XRP
206.14,186.21,209.4,183.22,11.8,0.1071,XRP
224.45,206.19,226.97,192.18,16.21,0.0888,XRP
261.15,224.46,278.95,220.83,21.66,0.1635,XRP
338.8,261.14,403.78,258.25,35.92,0.2973,XRP
310.17,338.81,365.49,298.18,21.54,0.0845,XRP
380.12,310.14,413.25,307.91,23.3,0.2255,XRP
444.48,380.12,459.12,380.12,21.66,0.1693,XRP
439.07,444.49,497.71,425.78,21.3,0.0122,XRP
373.12,439.03,457.63,354.13,33.44,0.1502,XRP
306.31,373.1,407.7,299.8,32.46,0.179,XRP
330.77,306.32,352.29,304.56,26.66,0.0799,XRP
167.43,330.77,330.79,134.5,53.11,0.4938,XRP
219.89,167.37,244.18,151.09,41.19,0.3134,XRP
213.83,219.89,233.05,199.1,29.8,0.0276,XRP
238.05,213.81,247.52,204.8,28.6,0.1133,XRP
233.04,238.05,279.91,221.86,35.14,0.0211,XRP
243.7,233.05,247.45,206.63,28.52,0.0457,XRP
238.09,243.69,245.62,215.48,25.22,0.023,XRP
260.87,238.09,275.4,234.45,28.6,0.0957,XRP
265.4,260.88,277.06,236.49,26.32,0.0174,XRP
236.44,265.39,265.51,219.03,25.59,0.1091,XRP
234.12,236.44,254.71,221.18,17.26,0.0098,XRP
252.53,234.12,253.54,221.48,15.73,0.0786,XRP
253.27,252.51,269.24,236.81,19.41,0.0029,XRP
240.7,253.25,258.87,231.99,14.42,0.0496,XRP
232.78,240.7,242.78,224.61,11.67,0.0329,XRP
216.42,232.84,245.56,206.34,9.68,0.0703,XRP
225.28,216.42,227.14,213.45,7.71,0.0409,XRP
236.63,225.27,245.7,216.14,8.77,0.0504,XRP
224.43,236.59,239.09,218.19,5.85,0.0515,XRP
251.01,224.43,253.28,220.42,6.46,0.1184,XRP
319.51,251.12,321.21,244.41,12.59,0.2729,XRP
305.25,319.51,337.62,249.43,16.04,0.0446,XRP
302.18,305.27,309.01,269.99,10.78,0.0101,XRP
286.64,302.19,324.95,276.26,11.72,0.0514,XRP
268.01,286.64,294.92,258.5,7.38,0.065,XRP
225.51,268.01,295.19,202.93,12.56,0.1586,XRP
230.11,225.57,233.16,215.73,8.65,0.0204,XRP
233.2,230.12,241.3,219.2,4.3,0.0135,XRP
221.27,233.19,233.4,203.53,3.38,0.0512,XRP
218.47,221.28,234.67,213.08,3.94,0.0127,XRP
237.29,218.48,246.2,216.4,3.52,0.0862,XRP
244.82,237.28,266.42,233.79,6.16,0.0317,XRP
275.63,244.79,277.63,238.0,4.55,0.1259,XRP
261.74,275.63,280.67,252.87,5.32,0.0504,XRP
253.76,261.69,276.79,231.13,5.21,0.0305,XRP
255.14,253.85,277.25,251.01,4.22,0.0054,XRP
304.59,255.14,307.21,233.2,3.83,0.1938,XRP
276.04,304.53,371.48,251.02,1.0,0.0937,XRP
289.6,276.06,322.17,271.94,717.64,0.0491,XRP
267.88,289.77,293.57,255.16,522.57,0.075,XRP
318.13,267.88,331.4,265.74,659.63,0.1876,XRP
323.52,318.17,379.98,266.4,950.72,0.0169,XRP
354.2,323.56,376.78,308.04,932.26,0.0948,XRP
574.17,354.61,588.12,354.39,1.38,0.621,XRP
489.93,574.41,628.87,400.48,1.96,0.1467,XRP
431.1,489.86,552.68,392.4,1.24,0.1201,XRP
416.86,431.22,465.03,369.91,617.82,0.033,XRP
458.06,416.86,489.96,389.65,547.19,0.0988,XRP
667.88,458.21,667.88,429.61,752.76,0.4581,XRP
678.85,667.79,773.43,602.15,1.1,0.0164,XRP
483.28,678.05,735.78,409.68,1.02,0.2881,XRP
500.31,483.19,555.53,431.52,736.7,0.0352,XRP
593.49,500.65,608.62,500.38,824.43,0.1862,XRP
536.21,593.79,601.95,502.96,1.49,0.0965,XRP
500.34,536.21,543.11,443.91,1.55,0.0669,XRP
530.76,500.14,598.42,488.24,1.63,0.0608,XRP
672.51,530.69,693.89,522.19,1.93,0.2671,XRP
989.7,673.8,1211.69,652.32,2.46,0.4717,XRP
772.47,991.47,1039.83,686.86,2.55,0.2195,XRP
1004.47,771.2,1030.72,716.19,2.56,0.3003,XRP
1401.06,1003.98,1602.38,937.0,3.62,0.3948,XRP
1167.76,1398.99,1638.62,1137.99,3.85,0.1665,XRP
630.43,1167.76,1281.87,489.17,2.74,0.4601,XRP
650.94,630.37,806.02,468.28,328.41,0.0325,XRP
649.25,651.26,735.37,616.56,284.67,0.0026,XRP
579.45,649.25,669.83,544.94,204.42,0.1075,XRP
552.28,579.49,649.97,545.05,103.53,0.0469,XRP
459.38,552.32,560.99,388.22,90.79,0.1682,XRP
506.95,459.6,546.64,446.7,86.94,0.1036,XRP
497.05,506.95,541.06,476.08,89.03,0.0195,XRP
436.06,496.84,508.56,430.55,91.1,0.1227,XRP
455.34,436.12,459.99,384.43,83.02,0.0442,XRP
545.73,447.46,557.76,441.22,101.61,0.1985,XRP
584.06,545.73,590.07,514.21,104.75,0.0702,XRP
692.5,583.62,692.5,543.51,121.42,0.1857,XRP
675.4,692.62,714.46,619.83,132.12,0.0247,XRP
646.48,675.4,694.26,597.62,124.95,0.0428,XRP
708.76,646.52,733.33,623.99,126.72,0.0963,XRP
636.22,708.98,802.85,584.7,126.97,0.1023,XRP
630.5,636.22,659.48,591.33,92.96,0.009,XRP
516.87,630.45,646.98,480.57,82.59,0.1802,XRP
551.97,516.87,559.83,471.4,70.73,0.0679,XRP
614.11,551.99,633.95,531.66,76.18,0.1126,XRP
624.23,615.23,647.21,567.93,77.78,0.0165,XRP
629.11,624.23,655.72,591.37,79.97,0.0078,XRP
583.36,629.18,633.05,536.34,56.58,0.0727,XRP
587.2,583.37,617.32,575.81,30.66,0.0066,XRP
665.8,587.3,731.0,585.8,1.1,0.1339,XRP
584.3,665.8,686.0,543.2,671.1,0.1224,XRP
562.7,584.3,635.5,542.6,938.84,0.037,XRP
474.5,562.7,587.2,350.0,555.5,0.1567,XRP
458.2,474.5,501.8,418.9,959.59,0.0344,XRP
435.7,458.2,462.4,414.8,513.55,0.0491,XRP
455.1,435.7,461.0,419.1,337.17,0.0445,XRP
444.9,455.1,475.6,419.6,395.0,0.0224,XRP
372.7,444.9,451.9,363.0,485.17,0.1623,XRP
390.9,372.7,393.4,348.7,416.57,0.0488,XRP
291.9,390.9,397.9,266.3,514.8,0.2533,XRP
298.8,291.9,314.9,260.0,784.53,0.0236,XRP
320.5,298.8,328.8,271.1,475.91,0.0726,XRP
330.0,320.5,362.6,312.1,679.63,0.0296,XRP
312.0,330.0,344.5,305.6,410.32,0.0545,XRP
314.8,311.9,322.6,259.8,690.28,0.009,XRP
294.2,314.8,343.2,284.3,31.23,0.0654,XRP
290.9,294.2,317.4,270.3,120.97,0.0112,XRP
327.8,290.9,328.3,277.6,96.16,0.1268,XRP
362.1,327.8,384.7,315.9,747.96,0.1046,XRP
372.5,362.1,390.8,354.8,696.09,0.0287,XRP
325.9,372.4,381.8,320.9,321.28,0.1251,XRP
342.8,325.9,352.7,291.0,432.24,0.0519,XRP
312.5,342.8,348.7,311.6,349.04,0.0884,XRP
277.9,312.5,321.6,267.6,342.99,0.1107,XRP
268.1,277.9,302.6,263.6,397.42,0.0353,XRP
209.6,268.1,269.7,159.0,1.79,0.2182,XRP
192.4,209.6,216.1,181.1,891.68,0.0821,XRP
178.7,192.4,207.4,171.8,739.76,0.0712,XRP
188.8,178.7,210.2,175.6,608.48,0.0565,XRP
156.5,188.8,190.3,155.0,558.1,0.1711,XRP
115.5,156.5,158.1,106.8,2.02,0.262,XRP
115.6,115.5,124.5,111.2,1.34,90000.0,XRP
106.6,115.6,119.3,97.4,1.04,0.0779,XRP
111.4,106.6,113.3,101.8,618.83,0.045,XRP
109.5,111.4,111.5,95.4,567.98,0.0171,XRP
122.4,109.5,131.1,107.9,1.25,0.1178,XRP
145.2,122.4,164.5,113.7,1.83,0.1863,XRP
141.3,145.2,150.3,128.8,751.11,0.0269,XRP
144.2,141.3,148.6,131.5,660.24,0.0205,XRP
114.8,144.2,147.6,111.3,794.85,0.2039,XRP
115.1,114.8,138.6,113.4,796.65,0.0026,XRP
117.8,115.1,120.8,111.1,619.98,0.0235,XRP
132.6,117.8,138.7,110.6,1.19,0.1256,XRP
122.1,132.6,133.7,116.0,794.69,0.0792,XRP
117.3,122.1,122.2,106.8,688.77,0.0393,XRP
117.1,117.3,124.8,110.3,675.05,0.0017,XRP
116.9,117.1,123.7,113.9,466.67,0.0017,XRP
107.9,116.9,118.4,102.1,462.45,0.077,XRP
108.6,107.9,111.6,103.1,233.22,0.0065,XRP
118.6,108.6,120.6,107.5,360.96,0.0921,XRP
123.7,118.6,126.0,111.9,625.06,0.043,XRP
102.6,123.7,124.3,87.3,1.03,0.1706,XRP
104.9,102.6,109.7,96.4,545.81,0.0224,XRP
112.5,104.9,119.3,100.9,696.24,0.0724,XRP
109.7,112.5,114.6,106.1,334.32,0.0249,XRP
109.0,109.7,117.0,108.0,369.25,0.0064,XRP
103.1,109.0,111.3,98.8,435.7,0.0541,XRP
101.8,103.1,103.6,97.9,170.41,0.0126,XRP
97.0,101.8,103.8,95.3,226.22,0.0472,XRP
101.4,97.0,103.4,95.5,334.72,0.0454,XRP
1.0091,1.0058,1.0265,1.0026,55.0,0.0033,XRP
1.004,1.0091,1.0263,1.0032,47.02,0.0051,XRP
1.0011,1.004,1.0238,0.9981,11.31,0.0028,XRP
0.9904,1.0011,1.0215,0.9903,12.39,0.0107,XRP
0.9898,0.9904,0.9972,0.9856,17.79,60000.0,XRP
0.9906,0.9942,0.9983,0.9872,16.07,90000.0,XRP
0.9986,0.9906,1.0066,0.988,20.8,0.008,XRP
0.999,1.0016,1.0211,0.9937,18.47,30000.0,XRP
0.994,1.0033,1.0048,0.9937,14.19,0.0049,XRP
0.9985,0.9937,1.0035,0.9933,9.85,0.0045,XRP
0.9965,0.9985,1.0132,0.9941,14.29,0.002,XRP
0.9979,0.9965,1.0103,0.9943,10.74,0.0015,XRP
1.0004,0.9979,1.0239,0.9969,32.51,0.0024,XRP
1.0038,1.0004,1.0127,0.9998,69.02,0.0034,XRP
1.0034,1.0038,1.0102,1.0006,25.48,40000.0,XRP
1.0069,1.0034,1.015,0.9867,103.76,0.0035,XRP
1.0114,1.0069,1.0445,0.9953,60.49,0.0045,XRP
1.0,1.0114,174.1763,0.9991,57.21,0.0113,XRP
1.0012,1.0,1.0119,0.9906,161.4,0.0012,XRP
1.003,1.0012,1.007,0.9988,65.86,0.0018,XRP
1.0002,1.003,1.0142,0.9963,126.24,0.0027,XRP
1.0039,1.0002,1.0041,0.9958,62.36,0.0037,XRP
1.0037,1.0039,1.0055,1.0007,70.65,20000.0,XRP
1.0001,1.0036,1.0062,0.9975,94.96,0.0036,XRP
0.9989,1.0014,1.0016,0.9817,179.2,0.0012,XRP
1.0026,0.9989,1.0047,0.9921,97.7,0.0037,XRP
0.9977,1.0026,1.0049,0.9961,77.89,0.0049,XRP
1.0013,0.9977,1.0034,0.9957,65.32,0.0037,XRP
0.9995,1.001,1.0026,0.9965,53.3,0.0018,XRP
1.0011,0.9995,1.0033,0.9964,46.94,0.0016,XRP
0.9987,1.0011,1.003,0.9976,66.58,0.0025,XRP
1.0031,0.9987,1.0039,0.9979,36.51,0.0044,XRP
,1.0031,1.0054,0.9992,30.5,0.0,XRP
1.0035,1.0031,1.0094,0.9989,34.71,40000.0,XRP
1.0048,1.0035,1.0116,1.0008,38.57,0.0013,XRP
1.0044,1.0052,1.0114,1.0009,23.15,30000.0,XRP
1.0033,1.0055,1.0062,1.0015,32.32,0.0011,XRP
1.0041,1.0037,1.0182,0.9991,74.58,80000.0,XRP
1.0075,1.0043,1.0099,1.0037,34.23,0.0033,XRP
1.0059,1.0075,1.0108,1.0021,40.85,0.0015,XRP
1.0061,1.0099,1.0102,1.0026,25.73,20000.0,XRP
1.0042,1.0061,1.0114,1.0018,46.2,0.0019,XRP
1.0036,1.0042,1.005,1.0015,43.68,60000.0,XRP
1.0028,1.0036,1.005,0.9994,38.36,80000.0,XRP
1.004,1.0039,1.006,1.0007,28.52,0.0012,XRP
1.0068,1.004,1.0084,1.0017,49.01,0.0029,XRP
1.0088,1.0084,1.0154,1.0046,51.35,0.002,XRP
1.0093,1.0089,1.0136,1.0042,34.31,40000.0,XRP
1.0081,1.0115,1.0122,1.0022,33.23,0.0012,XRP
1.0066,1.0081,1.0139,1.0032,46.64,0.0015,XRP
1.0041,1.0114,1.0198,1.0008,26.47,0.0024,XRP
1.005,1.0041,1.0167,1.0016,22.23,90000.0,XRP
1.001,1.005,1.0083,1.0008,40.53,0.004,XRP
0.9999,1.0011,1.0043,0.9959,70.0,0.0011,XRP
1.0026,0.9999,1.0038,0.9976,28.51,0.0027,XRP
1.0014,1.0026,1.0061,0.9986,34.0,0.0012,XRP
0.9997,1.0014,1.0027,0.9997,51.43,0.0016,XRP
1.0002,0.9997,1.0034,0.9982,71.13,50000.0,XRP
1.0044,1.0002,1.0048,0.999,60.69,0.0042,XRP
